Family	Mapped	Family_name	Genes	Molecular_function	Bio_process	Cell_component	Protein_class	Interpro
PTHR43867:SF6	VIBCH|EnsemblGenome=VC_1287|UniProtKB=Q9KSG9	SUBFAMILY NOT NAMED	4	"transferase activity, transferring hexosyl groups(GO:0016758)"		plasma membrane(GO:0005886)		
PTHR10285:SF72	VIBCH|EnsemblGenome=VC_2613|UniProtKB=Q9KNW7	PHOSPHORIBULOKINASE-RELATED	6	"kinase activity(GO:0016301);phosphotransferase activity, alcohol group as acceptor(GO:0016773)"	coenzyme biosynthetic process(GO:0009108);purine ribonucleotide biosynthetic process(GO:0009152)		glycosyltransferase(PC00111);nucleotide kinase(PC00172)	
PTHR33747:SF1	"VIBCH|EnsemblGenome=VC_1852|UniProtKB=Q9KQZ5,VIBCH|EnsemblGenome=VC_A0628|UniProtKB=Q9KLW3"	UPF0225 PROTEIN YCHJ	32					
PTHR33209:SF1	VIBCH|EnsemblGenome=VC_1994|UniProtKB=Q9KQK4	"SERINE PROTEASE SPPA, CHLOROPLASTIC"	81				serine protease(PC00203)	
PTHR43472:SF1	VIBCH|EnsemblGenome=VC_0275|UniProtKB=Q9KV81	"PHOSPHORIBOSYLAMINE--GLYCINE LIGASE, CHLOROPLASTIC"	78	hydrolase activity(GO:0016787);ligase activity(GO:0016874);transferase activity(GO:0016740)	nucleobase-containing compound metabolic process(GO:0006139)		hydrolase(PC00121);ligase(PC00142);transferase(PC00220)	
PTHR32125:SF4	VIBCH|EnsemblGenome=VC_0528|UniProtKB=Q9KUJ2	"2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANSFERASE, CHLOROPLASTIC"	66	nucleotidyltransferase activity(GO:0016779)				
PTHR46111:SF1	VIBCH|EnsemblGenome=VC_0582|UniProtKB=Q9KUD9	RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE I	72					
PTHR35565:SF1	VIBCH|EnsemblGenome=VC_A0108|UniProtKB=Q9KN57	SUBFAMILY NOT NAMED	6					
PTHR37946:SF1	VIBCH|EnsemblGenome=VC_A0092|UniProtKB=Q9KN73	SUBFAMILY NOT NAMED	8					
PTHR24221:SF496	VIBCH|EnsemblGenome=VC_1446|UniProtKB=Q9KS15	SUBFAMILY NOT NAMED	2				cysteine protease(PC00081);serine protease(PC00203)	
PTHR33336:SF3	VIBCH|EnsemblGenome=VC_A0636|UniProtKB=Q9KLV5	QUINOL MONOOXYGENASE YGIN-RELATED	42					
PTHR32071:SF3	VIBCH|EnsemblGenome=VC_1308|UniProtKB=Q9KSE9	TRANSCRIPTIONAL REGULATORY PROTEIN TYRR	8				homeodomain transcription factor(PC00119)	
PTHR34319:SF6	VIBCH|EnsemblGenome=VC_1415|UniProtKB=H9L4Q3	SUBFAMILY NOT NAMED	13					
PTHR12561:SF3	VIBCH|EnsemblGenome=VC_1388|UniProtKB=Q9KS71	"LIPOYLTRANSFERASE 1, MITOCHONDRIAL"	69				ligase(PC00142);transferase(PC00220)	
PTHR34475:SF1	VIBCH|EnsemblGenome=VC_0758|UniProtKB=Q9KTX2	CYTOSKELETON PROTEIN RODZ	25					
PTHR11138:SF4	VIBCH|EnsemblGenome=VC_0045|UniProtKB=Q9KVU4	"METHIONYL-TRNA FORMYLTRANSFERASE, MITOCHONDRIAL"	134	"catalytic activity, acting on RNA(GO:0140098);transferase activity, transferring one-carbon groups(GO:0016741)"	cellular protein modification process(GO:0006464);formation of translation initiation ternary complex(GO:0001677);tRNA modification(GO:0006400);translational elongation(GO:0006414);translational termination(GO:0006415)		methyltransferase(PC00155)	
PTHR13479:SF40	VIBCH|EnsemblGenome=VC_0368|UniProtKB=Q9KUZ0	"28S RIBOSOMAL PROTEIN S18C, MITOCHONDRIAL"	122	rRNA binding(GO:0019843);structural constituent of ribosome(GO:0003735)			ribosomal protein(PC00202)	
PTHR31793:SF28	VIBCH|EnsemblGenome=VC_1938|UniProtKB=Q9KQR0	SUBFAMILY NOT NAMED	5					
PTHR12901:SF15	VIBCH|EnsemblGenome=VC_0849|UniProtKB=P0C6Q0	RIBOSOME ASSOCIATION TOXIN RATA	11	cofactor binding(GO:0048037)	cellular respiration(GO:0045333);ubiquinone biosynthetic process(GO:0006744)	mitochondrion(GO:0005739)		
PTHR42208:SF1	VIBCH|EnsemblGenome=VC_1435|UniProtKB=Q9KS26	SUBFAMILY NOT NAMED	8					
PTHR23416:SF23	"VIBCH|EnsemblGenome=VC_A0836|UniProtKB=Q9KLB0,VIBCH|EnsemblGenome=VC_0238|UniProtKB=Q9KVA8"	ACETYLTRANSFERASE DDB_G0275507-RELATED	72				acetyltransferase(PC00038);lyase(PC00144)	
PTHR43461:SF1	VIBCH|EnsemblGenome=VC_0897|UniProtKB=Q9KTK5	TRANSMEMBRANE PROTEIN 256	97	carbohydrate kinase activity(GO:0019200)	monosaccharide metabolic process(GO:0005996);nucleobase-containing compound metabolic process(GO:0006139)		carbohydrate kinase(PC00065);nucleotide kinase(PC00172)	
PTHR42724:SF1	VIBCH|EnsemblGenome=VC_1877|UniProtKB=Q9KQX0	"TETRAACYLDISACCHARIDE 4'-KINASE, MITOCHONDRIAL-RELATED"	53	"kinase activity(GO:0016301);phosphotransferase activity, alcohol group as acceptor(GO:0016773)"			glycosyltransferase(PC00111)	
PTHR42735:SF12	VIBCH|EnsemblGenome=VC_1149|UniProtKB=Q9KSV7	SUBFAMILY NOT NAMED	4					
PTHR47755:SF1	VIBCH|EnsemblGenome=VC_0149|UniProtKB=Q9KVJ4	CELL DIVISION PROTEIN FTSX	22					
PTHR31136:SF4	VIBCH|EnsemblGenome=VC_2615|UniProtKB=Q9KNW5	SUBFAMILY NOT NAMED	38					
PTHR10046:SF49	VIBCH|EnsemblGenome=VC_1482|UniProtKB=Q9KS01	LON PROTEASE HOMOLOG-RELATED	6				serine protease(PC00203)	
PTHR43537:SF10	VIBCH|EnsemblGenome=VC_1900|UniProtKB=Q9KQU8	FATTY ACID METABOLISM REGULATOR PROTEIN	6	transferase activity(GO:0016740)	cellular amino acid metabolic process(GO:0006520);porphyrin-containing compound metabolic process(GO:0006778)		transaminase(PC00216);winged helix/forkhead transcription factor(PC00246)	
PTHR42904:SF2	"VIBCH|EnsemblGenome=VC_0331|UniProtKB=Q9KV27,VIBCH|EnsemblGenome=VC_A0632|UniProtKB=Q9KLV9"	PEROXISOMAL NADH PYROPHOSPHATASE NUDT12	102	nucleotide diphosphatase activity(GO:0004551)	coenzyme metabolic process(GO:0006732);nucleotide catabolic process(GO:0009166);organonitrogen compound catabolic process(GO:1901565)	cytosol(GO:0005829)	hydrolase(PC00121);phosphorylase(PC00187)	
PTHR14237:SF54	VIBCH|EnsemblGenome=VC_A0924|UniProtKB=Q9KL25	SUBFAMILY NOT NAMED	6		response to stress(GO:0006950)			
PTHR46429:SF1	VIBCH|EnsemblGenome=VC_2598|UniProtKB=Q9KNY2	23S RRNA (GUANOSINE-2'-O-)-METHYLTRANSFERASE RLMB	34	O-methyltransferase activity(GO:0008171);RNA methyltransferase activity(GO:0008173);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757)	rRNA methylation(GO:0031167)		RNA methyltransferase(PC00033)	
PTHR37024:SF3	VIBCH|EnsemblGenome=VC_A0119|UniProtKB=Q9KN46	SUBFAMILY NOT NAMED	3					
PTHR37463:SF1	VIBCH|EnsemblGenome=VC_1389|UniProtKB=Q9KS70	SUBFAMILY NOT NAMED	8					
PTHR30204:SF67	VIBCH|EnsemblGenome=VC_A0056|UniProtKB=Q9KNA9	HTH-TYPE TRANSCRIPTIONAL REGULATOR MLRA-RELATED	10					
PTHR42859:SF3	VIBCH|EnsemblGenome=VC_1016|UniProtKB=Q9KT87	ION-TRANSLOCATING OXIDOREDUCTASE COMPLEX SUBUNIT B	9			cytoplasm(GO:0005737)	dehydrogenase(PC00092);reductase(PC00198)	
PTHR11739:SF25	VIBCH|EnsemblGenome=VC_1337|UniProtKB=Q9KSC1	CITRATE SYNTHASE-RELATED PROTEIN DDB_G0287281	12			mitochondrial matrix(GO:0005759)	lyase(PC00144);transferase(PC00220)	
PTHR42716:SF2	VIBCH|EnsemblGenome=VC_2469|UniProtKB=Q9KPA4	"L-ASPARTATE OXIDASE, CHLOROPLASTIC"	68				dehydrogenase(PC00092);oxidase(PC00175)	
PTHR43544:SF12	VIBCH|EnsemblGenome=VC_1815|UniProtKB=Q9KR32	ZGC:65997	57	oxidoreductase activity(GO:0016491)	steroid metabolic process(GO:0008202)		dehydrogenase(PC00092);reductase(PC00198)	
PTHR36305:SF1	VIBCH|EnsemblGenome=VC_2265|UniProtKB=Q9KPU7	PHOSPHATIDYLGLYCEROPHOSPHATASE A	14					
PTHR43300:SF8	VIBCH|EnsemblGenome=VC_A0253|UniProtKB=Q9KMR7	SUBFAMILY NOT NAMED	6	acetyltransferase activity(GO:0016407);lyase activity(GO:0016829)	polysaccharide metabolic process(GO:0005976);protein glycosylation(GO:0006486)		acetyltransferase(PC00038);lyase(PC00144)	
PTHR34933:SF1	VIBCH|EnsemblGenome=VC_2194|UniProtKB=Q9KQ13	SUBFAMILY NOT NAMED	15					
PTHR11804:SF8	VIBCH|EnsemblGenome=VC_0188|UniProtKB=Q9KVF8	OLIGOPEPTIDASE A	13	metalloendopeptidase activity(GO:0004222)	signal peptide processing(GO:0006465)		metalloprotease(PC00153)	
PTHR39586:SF1	VIBCH|EnsemblGenome=VC_0887|UniProtKB=Q9KTL5	SUBFAMILY NOT NAMED	7		multi-organism cellular process(GO:0044764)			
PTHR43223:SF1	VIBCH|EnsemblGenome=VC_0783|UniProtKB=Q9KTV4	ALKYL/ARYL-SULFATASE BDS1	21	"hydrolase activity, acting on ester bonds(GO:0016788)"	cellular response to chemical stimulus(GO:0070887);oxoacid metabolic process(GO:0043436);response to xenobiotic stimulus(GO:0009410);sulfur compound metabolic process(GO:0006790)		esterase(PC00097)	
PTHR37010:SF1	VIBCH|EnsemblGenome=VC_1356|UniProtKB=Q9KSA3	SULFURTRANSFERASE TUSE	10		tRNA wobble uridine modification(GO:0002098)			
PTHR12277:SF75	VIBCH|EnsemblGenome=VC_1451|UniProtKB=Q9KS12	ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN	32				cysteine protease(PC00081);serine protease(PC00203)	
PTHR43837:SF1	VIBCH|EnsemblGenome=VC_2620|UniProtKB=Q9KNW0	RIBOSOMAL PROTEIN S12 METHYLTHIOTRANSFERASE RIMO	25	cofactor binding(GO:0048037);transferase activity(GO:0016740)	peptidyl-amino acid modification(GO:0018193)	cytosol(GO:0005829)		
PTHR13693:SF90	VIBCH|EnsemblGenome=VC_1113|UniProtKB=Q9KSZ3	8-AMINO-7-OXONONANOATE SYNTHASE	20	transferase activity(GO:0016740)	lipid metabolic process(GO:0006629)		transaminase(PC00216)	
PTHR11455:SF22	VIBCH|EnsemblGenome=VC_1814|UniProtKB=Q9KR33	CRYPTOCHROME DASH	64	lyase activity(GO:0016829);nucleic acid binding(GO:0003676)	DNA repair(GO:0006281)		DNA photolyase(PC00014);lyase(PC00144)	
PTHR43415:SF2	VIBCH|EnsemblGenome=VC_A0947|UniProtKB=Q9KL03	SPERMIDINE N(1)-ACETYLTRANSFERASE	8	N-acetyltransferase activity(GO:0008080)				
PTHR43066:SF10	"VIBCH|EnsemblGenome=VC_1981|UniProtKB=Q9KQL7,VIBCH|EnsemblGenome=VC_0099|UniProtKB=Q9KVP2"	RHOMBOID PROTEASE GLPG	25	serine-type endopeptidase activity(GO:0004252)			serine protease(PC00203)	
PTHR43163:SF6	VIBCH|EnsemblGenome=VC_A1099|UniProtKB=Q9KKK5	"D,D-DIPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN DDPB-RELATED"	41				transporter(PC00227)	
PTHR47313:SF1	VIBCH|EnsemblGenome=VC_1488|UniProtKB=Q9KRZ5	RIBOSOMAL RNA LARGE SUBUNIT METHYLTRANSFERASE K/L	20					
PTHR33606:SF3	VIBCH|EnsemblGenome=VC_1702|UniProtKB=Q9KRE0	PROTEIN YCII	39					
PTHR35813:SF1	VIBCH|EnsemblGenome=VC_1052|UniProtKB=Q9KT53	INNER MEMBRANE PROTEIN YBAN	15			plasma membrane(GO:0005886)		
PTHR12714:SF7	VIBCH|EnsemblGenome=VC_1199|UniProtKB=Q9KSQ7	SUBFAMILY NOT NAMED	13	methyltransferase activity(GO:0008168)	protein methylation(GO:0006479)		methyltransferase(PC00155)	
PTHR38766:SF1	VIBCH|EnsemblGenome=VC_2124|UniProtKB=Q9KQ77	FLAGELLAR PROTEIN FLIO	8					
PTHR23089:SF32	VIBCH|EnsemblGenome=VC_1897|UniProtKB=Q9KQV1	HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1	107	phosphatase activity(GO:0016791)			nucleotide phosphatase(PC00173)	
PTHR30386:SF16	VIBCH|EnsemblGenome=VC_1447|UniProtKB=H9L4R8	SUBFAMILY NOT NAMED	3					
PTHR30383:SF5	VIBCH|EnsemblGenome=VC_A0783|UniProtKB=Q9KLG1	THIOESTERASE 1/PROTEASE 1/LYSOPHOSPHOLIPASE L1	52	carboxylic ester hydrolase activity(GO:0052689);phospholipase activity(GO:0004620)				
PTHR22807:SF53	VIBCH|EnsemblGenome=VC_0044|UniProtKB=Q9KVU5	RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE B	31					
PTHR30163:SF8	VIBCH|EnsemblGenome=VC_1956|UniProtKB=Q9KQP2	SUBFAMILY NOT NAMED	16	"transferase activity, transferring glycosyl groups(GO:0016757)"				
PTHR43349:SF13	VIBCH|EnsemblGenome=VC_0262|UniProtKB=Q9KV94	SUBFAMILY NOT NAMED	4	hydro-lyase activity(GO:0016836);oxidoreductase activity(GO:0016491)	cholesterol metabolic process(GO:0008203);glycogen metabolic process(GO:0005977)		dehydratase(PC00091);epimerase/racemase(PC00096);oxidoreductase(PC00176)	
PTHR42860:SF1	VIBCH|EnsemblGenome=VC_2381|UniProtKB=Q9KPI6	VITAMIN B12-BINDING PROTEIN	19					
PTHR10815:SF5	VIBCH|EnsemblGenome=VC_A1017|UniProtKB=Q9KKT3	METHYLATED-DNA--PROTEIN-CYSTEINE METHYLTRANSFERASE	30				DNA methyltransferase(PC00013)	
PTHR43661:SF3	VIBCH|EnsemblGenome=VC_0028|UniProtKB=Q9KVW0	DIHYDROXY-ACID DEHYDRATASE	26			cytosol(GO:0005829)	dehydratase(PC00091)	
PTHR31885:SF6	"VIBCH|EnsemblGenome=VC_A0703|UniProtKB=Q9KLP0,VIBCH|EnsemblGenome=VC_0144|UniProtKB=Q9KVJ9"	TRANSMEMBRANE PROTEIN 86A	38	hydrolase activity(GO:0016787)	cellular lipid metabolic process(GO:0044255);small molecule metabolic process(GO:0044281)			
PTHR12149:SF8	VIBCH|EnsemblGenome=VC_1539|UniProtKB=Q9KRU5	FRUCTOSAMINE 3 KINASE-RELATED PROTEIN	80	kinase activity(GO:0016301)				
PTHR22993:SF9	VIBCH|EnsemblGenome=VC_0221|UniProtKB=Q9KVC5	ENDONUCLEASE 8-LIKE 1	99	"catalytic activity, acting on DNA(GO:0140097);hydrolase activity(GO:0016787)"	base-excision repair(GO:0006284)			
PTHR30221:SF1	VIBCH|EnsemblGenome=VC_1751|UniProtKB=Q9KR91	SUBFAMILY NOT NAMED	16					
PTHR30126:SF22	VIBCH|EnsemblGenome=VC_A0575|UniProtKB=Q9KM14	HTH-TYPE TRANSCRIPTIONAL REGULATOR YHAJ-RELATED	11					
PTHR11206:SF153	VIBCH|EnsemblGenome=VC_1540|UniProtKB=Q9KRU4	ETHIONINE RESISTANCE-CONFERRING PROTEIN 1	162				transporter(PC00227)	
PTHR30258:SF2	VIBCH|EnsemblGenome=VC_2732|UniProtKB=P37093	TYPE II SECRETION SYSTEM PROTEIN E-RELATED	36	ATPase activity(GO:0016887)		plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR19136:SF81	VIBCH|EnsemblGenome=VC_1526|UniProtKB=Q9KRV8	MOLYBDENUM COFACTOR GUANYLYLTRANSFERASE	31					
PTHR11002:SF51	VIBCH|EnsemblGenome=VC_0586|UniProtKB=Q9KUD6	CARBONIC ANHYDRASE	37	hydro-lyase activity(GO:0016836);zinc ion binding(GO:0008270)		cytoplasm(GO:0005737)	dehydratase(PC00091)	
PTHR21327:SF41	VIBCH|EnsemblGenome=VC_A1060|UniProtKB=Q9KKP2	"3,4-DIHYDROXY-2-BUTANONE 4-PHOSPHATE SYNTHASE"	7	lyase activity(GO:0016829)	cellular nitrogen compound biosynthetic process(GO:0044271);drug metabolic process(GO:0017144);heterocycle biosynthetic process(GO:0018130);organic cyclic compound biosynthetic process(GO:1901362);organonitrogen compound biosynthetic process(GO:1901566);small molecule biosynthetic process(GO:0044283)	cytosol(GO:0005829)		
PTHR30546:SF23	VIBCH|EnsemblGenome=VC_2166|UniProtKB=Q9KQ38	PROTEIN RFS1-RELATED	110		oxidation-reduction process(GO:0055114)		oxidoreductase(PC00176)	
PTHR43224:SF1	VIBCH|EnsemblGenome=VC_A0994|UniProtKB=Q9KKV6	SUBFAMILY NOT NAMED	9					
PTHR37952:SF2	VIBCH|EnsemblGenome=VC_A0800|UniProtKB=Q9KLE6	PROTEIN CREA	10					
PTHR11712:SF297	VIBCH|EnsemblGenome=VC_2019|UniProtKB=Q9KQH9	"3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE, MITOCHONDRIAL"	149					
PTHR11994:SF4	VIBCH|EnsemblGenome=VC_2584|UniProtKB=Q9KNZ6	"54S RIBOSOMAL PROTEIN L7, MITOCHONDRIAL"	91	structural constituent of ribosome(GO:0003735)	ribosomal large subunit assembly(GO:0000027)	cytosolic large ribosomal subunit(GO:0022625)	ribosomal protein(PC00202)	
PTHR33508:SF1	VIBCH|EnsemblGenome=VC_2035|UniProtKB=Q9KQG3	UPF0056 MEMBRANE PROTEIN YHCE	30					
PTHR42907:SF1	VIBCH|EnsemblGenome=VC_0379|UniProtKB=Q9KUX9	FMN-LINKED OXIDOREDUCTASES SUPERFAMILY PROTEIN	60	oxidoreductase activity(GO:0016491)	tRNA metabolic process(GO:0006399)	cytosol(GO:0005829)		
PTHR11943:SF2	VIBCH|EnsemblGenome=VC_1596|UniProtKB=Q9KRP0	GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE	60	nucleotidyltransferase activity(GO:0016779)	monosaccharide metabolic process(GO:0005996)		nucleotidyltransferase(PC00174)	
PTHR43253:SF1	VIBCH|EnsemblGenome=VC_A0045|UniProtKB=Q9KNC0	SUBFAMILY NOT NAMED	9				serine protease(PC00203)	
PTHR11680:SF30	VIBCH|EnsemblGenome=VC_0941|UniProtKB=Q9KTG1	SERINE HYDROXYMETHYLTRANSFERASE	15	"amino acid binding(GO:0016597);cofactor binding(GO:0048037);drug binding(GO:0008144);heterocyclic compound binding(GO:1901363);organic cyclic compound binding(GO:0097159);transferase activity, transferring one-carbon groups(GO:0016741);zinc ion binding(GO:0008270)"	cellular amino acid biosynthetic process(GO:0008652);cellular amino acid catabolic process(GO:0009063);cellular response to organic cyclic compound(GO:0071407);cellular response to organonitrogen compound(GO:0071417);cellular response to oxygen-containing compound(GO:1901701);drug metabolic process(GO:0017144);folic acid-containing compound metabolic process(GO:0006760);regulation of neurotransmitter levels(GO:0001505);response to acid chemical(GO:0001101)	cytosol(GO:0005829)	methyltransferase(PC00155)	
PTHR30480:SF13	VIBCH|EnsemblGenome=VC_0692|UniProtKB=Q9KU37	BETA-HEXOSAMINIDASE	24		peptidoglycan metabolic process(GO:0000270)		hydrolase(PC00121)	
PTHR30055:SF168	VIBCH|EnsemblGenome=VC_1741|UniProtKB=Q9KRA1	SUBFAMILY NOT NAMED	4					
PTHR43484:SF1	VIBCH|EnsemblGenome=VC_2125|UniProtKB=Q9KQ76	FLAGELLAR MOTOR SWITCH PROTEIN FLIN	22	kinase activity(GO:0016301)			amino acid kinase(PC00045)	
PTHR30270:SF0	VIBCH|EnsemblGenome=VC_2266|UniProtKB=Q9KPU6	THIAMINE-MONOPHOSPHATE KINASE	34	kinase activity(GO:0016301)	coenzyme metabolic process(GO:0006732)	cytoplasm(GO:0005737)	kinase(PC00137)	
PTHR47529:SF1	VIBCH|EnsemblGenome=VC_1918|UniProtKB=Q9KQT0	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE D	19					
PTHR43178:SF2	VIBCH|EnsemblGenome=VC_2413|UniProtKB=Q9KPF5	DIHYDROLIPOYLLYSINE-RESIDUE ACETYLTRANSFERASE COMPONENT OF PYRUVATE DEHYDROGENASE COMPLEX	16					
PTHR43514:SF3	VIBCH|EnsemblGenome=VC_0541|UniProtKB=Q9KUI0	SUBFAMILY NOT NAMED	2		sulfate transport(GO:0008272)		ATP-binding cassette (ABC) transporter(PC00003)	
PTHR38036:SF1	VIBCH|EnsemblGenome=VC_0945|UniProtKB=Q9KTF7	UPF0250 PROTEIN YBED	9					
PTHR43214:SF12	VIBCH|EnsemblGenome=VC_A0682|UniProtKB=Q9KLR0	SUBFAMILY NOT NAMED	42	methyltransferase activity(GO:0008168);protein kinase activity(GO:0004672)	cellular amino acid metabolic process(GO:0006520)	intracellular(GO:0005622);plasma membrane(GO:0005886)	methyltransferase(PC00155);protein kinase(PC00193);winged helix/forkhead transcription factor(PC00246)	
PTHR30026:SF8	VIBCH|EnsemblGenome=VC_1565|UniProtKB=Q9KRS1	SUBFAMILY NOT NAMED	4	channel activity(GO:0015267);efflux transmembrane transporter activity(GO:0015562)		transmembrane transporter complex(GO:1902495)		
PTHR30126:SF42	VIBCH|EnsemblGenome=VC_A0082|UniProtKB=Q9KN83	SUBFAMILY NOT NAMED	12					
PTHR11728:SF1	VIBCH|EnsemblGenome=VC_2651|UniProtKB=Q9KNT0	PROTEIN SUPPRESSOR OF VARIEGATION 3-7	41	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"	carbohydrate derivative metabolic process(GO:1901135);organophosphate metabolic process(GO:0019637);phosphate-containing compound metabolic process(GO:0006796)	cytosol(GO:0005829)		
PTHR30524:SF0	VIBCH|EnsemblGenome=VC_A1046|UniProtKB=Q9KKQ6	MANNITOL-1-PHOSPHATE 5-DEHYDROGENASE	12			cytosol(GO:0005829)	oxidoreductase(PC00176)	
PTHR43464:SF19	VIBCH|EnsemblGenome=VC_1257|UniProtKB=Q9KSJ9	"UBIQUINONE BIOSYNTHESIS O-METHYLTRANSFERASE, MITOCHONDRIAL"	108	methyltransferase activity(GO:0008168)		cytoplasm(GO:0005737)	methyltransferase(PC00155)	
PTHR47506:SF3	VIBCH|EnsemblGenome=VC_A0999|UniProtKB=Q9KKV1	SUBFAMILY NOT NAMED	6					
PTHR30046:SF0	VIBCH|EnsemblGenome=VC_2133|UniProtKB=Q9KQ69	FLAGELLAR M-RING PROTEIN	21					
PTHR36203:SF1	VIBCH|EnsemblGenome=VC_A0245|UniProtKB=Q9KMS5	ASCORBATE-SPECIFIC PTS SYSTEM EIIA COMPONENT	10					
PTHR45825:SF3	VIBCH|EnsemblGenome=VC_1726|UniProtKB=Q9KRB6	"GRANULE-BOUND STARCH SYNTHASE 1, CHLOROPLASTIC/AMYLOPLASTIC"	74					
PTHR32089:SF52	VIBCH|EnsemblGenome=VC_A0658|UniProtKB=Q9KLT3	SUBFAMILY NOT NAMED	2					
PTHR11645:SF0	VIBCH|EnsemblGenome=VC_0460|UniProtKB=Q9KUQ5	PYRROLINE-5-CARBOXYLATE REDUCTASE	121					
PTHR33713:SF7	VIBCH|EnsemblGenome=VC_A0422|UniProtKB=Q9KMD9	SUBFAMILY NOT NAMED	4					
PTHR21392:SF1	"VIBCH|EnsemblGenome=VC_0131|UniProtKB=Q9KVL1,VIBCH|EnsemblGenome=VC_1533|UniProtKB=Q9KRV1"	DTW DOMAIN-CONTAINING PROTEIN YFIP	7					
PTHR10314:SF100	VIBCH|EnsemblGenome=VC_0537|UniProtKB=Q9KUI4	CYSTEINE SYNTHASE B	6	anion binding(GO:0043168);cofactor binding(GO:0048037);drug binding(GO:0008144);heterocyclic compound binding(GO:1901363);lyase activity(GO:0016829);organic cyclic compound binding(GO:0097159);small molecule binding(GO:0036094)		cytoplasm(GO:0005737)	deaminase(PC00088);dehydratase(PC00091);epimerase/racemase(PC00096)	
PTHR38098:SF1	VIBCH|EnsemblGenome=VC_0954|UniProtKB=Q9KTE8	LPS-ASSEMBLY LIPOPROTEIN LPTE	11					
PTHR22912:SF160	VIBCH|EnsemblGenome=VC_2412|UniProtKB=Q9KPF6	DIHYDROLIPOYL DEHYDROGENASE	12	oxidoreductase activity(GO:0016491)	nitrogen compound metabolic process(GO:0006807);respiratory electron transport chain(GO:0022904)		dehydrogenase(PC00092);oxidase(PC00175);reductase(PC00198)	
PTHR15238:SF1	VIBCH|EnsemblGenome=VC_0219|UniProtKB=Q9KVC7	"39S RIBOSOMAL PROTEIN L33, MITOCHONDRIAL-RELATED"	60	structural constituent of ribosome(GO:0003735)	ribosomal large subunit assembly(GO:0000027)	large ribosomal subunit(GO:0015934)		
PTHR22911:SF103	VIBCH|EnsemblGenome=VC_2566|UniProtKB=Q9KP13	SUBFAMILY NOT NAMED	7			integral component of membrane(GO:0016021)	transporter(PC00227)	
PTHR11557:SF0	VIBCH|EnsemblGenome=VC_0120|UniProtKB=Q9KVM1	PORPHOBILINOGEN DEAMINASE	138	"transferase activity, transferring alkyl or aryl (other than methyl) groups(GO:0016765)"	heme biosynthetic process(GO:0006783)	cytoplasm(GO:0005737)	deaminase(PC00088)	
PTHR43033:SF1	VIBCH|EnsemblGenome=VC_2242|UniProtKB=Q9KPX0	TRNA(ILE)-LYSIDINE SYNTHASE	46					
PTHR11603:SF148	VIBCH|EnsemblGenome=VC_A0175|UniProtKB=Q9KMZ1	SUBFAMILY NOT NAMED	7			cell wall(GO:0005618)	transferase(PC00220)	
PTHR10629:SF11	VIBCH|EnsemblGenome=VC_A0198|UniProtKB=Q9KMW8	DNA (CYTOSINE-5)-METHYLTRANSFERASE 1	118					
PTHR42786:SF2	VIBCH|EnsemblGenome=VC_0746|UniProtKB=Q9KTY4	TRNA (CYTIDINE/URIDINE-2'-O-)-METHYLTRANSFERASE TRMJ	29	S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);tRNA methyltransferase activity(GO:0008175)		cytosol(GO:0005829)	RNA methyltransferase(PC00033)	
PTHR43412:SF7	VIBCH|EnsemblGenome=VC_1155|UniProtKB=Q9KSV1	SUBFAMILY NOT NAMED	4				methyltransferase(PC00155);protein kinase(PC00193);transcription factor(PC00218)	
PTHR40087:SF1	VIBCH|EnsemblGenome=VC_2240|UniProtKB=Q9KPX2	SUBFAMILY NOT NAMED	7					
PTHR43649:SF11	VIBCH|EnsemblGenome=VC_1549|UniProtKB=Q9KRT7	SN-GLYCEROL-3-PHOSPHATE-BINDING PERIPLASMIC PROTEIN UGPB	13					
PTHR43291:SF3	VIBCH|EnsemblGenome=VC_2705|UniProtKB=Q9KNM7	SUBFAMILY NOT NAMED	7				carbohydrate transporter(PC00067);cation transporter(PC00068)	
PTHR11441:SF0	VIBCH|EnsemblGenome=VC_1167|UniProtKB=Q9KST9	"THYMIDINE KINASE, CYTOSOLIC"	108	kinase activity(GO:0016301)	DNA metabolic process(GO:0006259);carbohydrate derivative metabolic process(GO:1901135);nucleoside monophosphate biosynthetic process(GO:0009124);nucleotide biosynthetic process(GO:0009165);pyrimidine-containing compound metabolic process(GO:0072527)		nucleotide kinase(PC00172)	
PTHR21368:SF18	VIBCH|EnsemblGenome=VC_0369|UniProtKB=Q9KUY9	"39S RIBOSOMAL PROTEIN L9, MITOCHONDRIAL"	111				ribosomal protein(PC00202)	
