Longname	Mapped	Info	Panth_fam	Pant_prot_class	Species	Molecular_function	Bio_process	Cellular_component
VIBCH|EnsemblGenome=VC_1592|UniProtKB=Q9KRP4	VC_1592	Uncharacterized protein;VC_1592;ortholog	CYCLIC DI-GMP PHOSPHODIESTERASE PDEI-RELATED (PTHR33121:SF30)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2214|UniProtKB=P0C6Q1	VC_2214	Glutamate--tRNA ligase;gltX;ortholog	GLUTAMATE--TRNA LIGASE, MITOCHONDRIAL-RELATED (PTHR43311:SF2)	ligase(PC00142)	Vibrio cholerae	tRNA binding(GO:0000049);nucleotide binding(GO:0000166);aminoacyl-tRNA ligase activity(GO:0004812);glutamate-tRNA ligase activity(GO:0004818);ATP binding(GO:0005524);zinc ion binding(GO:0008270);ligase activity(GO:0016874)	translation(GO:0006412);tRNA aminoacylation for protein translation(GO:0006418);glutamyl-tRNA aminoacylation(GO:0006424);tRNA aminoacylation(GO:0043039)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_A0241|UniProtKB=Q9KMS9	VC_A0241	Hexulose-6-phosphate isomerase SgbU, putative;VC_A0241;ortholog	L-RIBULOSE-5-PHOSPHATE 3-EPIMERASE SGBU-RELATED (PTHR43489:SF1)	DNA binding protein(PC00009);isomerase(PC00135)	Vibrio cholerae	DNA binding(GO:0003677);zinc ion binding(GO:0008270);isomerase activity(GO:0016853);intramolecular oxidoreductase activity, interconverting aldoses and ketoses(GO:0016861)	carbohydrate metabolic process(GO:0005975);DNA repair(GO:0006281)	
VIBCH|EnsemblGenome=VC_0559|UniProtKB=Q9KUG2	VC_0559	Uncharacterized protein;VC_0559;ortholog	INNER MEMBRANE PROTEIN YPJD (PTHR38034:SF1)		Vibrio cholerae	molecular_function(GO:0003674);heme binding(GO:0020037)	biological_process(GO:0008150);cytochrome complex assembly(GO:0017004)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0720|UniProtKB=Q9KLM3	VC_A0720	Guanylate cyclase-related protein;VC_A0720;ortholog			Vibrio cholerae	molecular_function(GO:0003674);heme binding(GO:0020037)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0402|UniProtKB=Q9KUV9	VC_0402	MSHA biogenesis protein MshL;VC_0402;ortholog	SUBFAMILY NOT NAMED (PTHR30332:SF19)	transporter(PC00227)	Vibrio cholerae	molecular_function(GO:0003674)	pilus assembly(GO:0009297);protein secretion(GO:0009306);pathogenesis(GO:0009405)	outer membrane(GO:0019867)
VIBCH|EnsemblGenome=VC_2024|UniProtKB=Q9KQH4	VC_2024	Phosphate acyltransferase;plsX;ortholog	PHOSPHATE ACYLTRANSFERASE (PTHR30100:SF1)		Vibrio cholerae	catalytic activity(GO:0003824);transferase activity(GO:0016740);transferase activity, transferring acyl groups other than amino-acyl groups(GO:0016747)	lipid metabolic process(GO:0006629);fatty acid biosynthetic process(GO:0006633);phospholipid metabolic process(GO:0006644);lipid biosynthetic process(GO:0008610);phospholipid biosynthetic process(GO:0008654)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_0142|UniProtKB=Q9KVK1	VC_0142	Uncharacterized protein;VC_0142;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1468|UniProtKB=Q9K2M1	VC_1468	Uncharacterized protein;VC_1468;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0053|UniProtKB=Q9KNB2	VC_A0053	Purine nucleoside phosphorylase DeoD-type 2;deoD2;ortholog	SUBFAMILY NOT NAMED (PTHR43691:SF12)		Vibrio cholerae	catalytic activity(GO:0003824);purine-nucleoside phosphorylase activity(GO:0004731);transferase activity(GO:0016740);transferase activity, transferring glycosyl groups(GO:0016757);transferase activity, transferring pentosyl groups(GO:0016763)	nucleobase-containing compound metabolic process(GO:0006139);nucleoside metabolic process(GO:0009116)	
VIBCH|EnsemblGenome=VC_0578|UniProtKB=Q9KUE3	VC_0578	Hemolysin, putative;VC_0578;ortholog	SUBFAMILY NOT NAMED (PTHR34606:SF4)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_A0036|UniProtKB=Q9KNC9	VC_A0036	Serine/threonine transporter SstT;sstT;ortholog	SERINE/THREONINE TRANSPORTER SSTT (PTHR42865:SF8)	cation transporter(PC00068)	Vibrio cholerae	symporter activity(GO:0015293);sodium:dicarboxylate symporter activity(GO:0017153)	dicarboxylic acid transport(GO:0006835);amino acid transport(GO:0006865);threonine transport(GO:0015826);serine transport(GO:0032329);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0744|UniProtKB=Q9KTY6	VC_0744	Protein-export membrane protein SecF;secF;ortholog	PROTEIN TRANSLOCASE SUBUNIT SECF (PTHR30081:SF8)		Vibrio cholerae	P-P-bond-hydrolysis-driven protein transmembrane transporter activity(GO:0015450)	protein targeting(GO:0006605);intracellular protein transport(GO:0006886);protein secretion(GO:0009306);protein transport(GO:0015031);protein transport by the Sec complex(GO:0043952);intracellular protein transmembrane transport(GO:0065002)	intracellular(GO:0005622);plasma membrane(GO:0005886);integral component of plasma membrane(GO:0005887);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0071|UniProtKB=Q9KN94	VC_A0071	Phosphate transport system permease protein;VC_A0071;ortholog	PHOSPHATE TRANSPORT SYSTEM PERMEASE PROTEIN PSTC (PTHR30425:SF1)	transporter(PC00227)	Vibrio cholerae	inorganic phosphate transmembrane transporter activity(GO:0005315);ATPase-coupled phosphate ion transmembrane transporter activity(GO:0015415)	phosphate ion transport(GO:0006817);phosphate ion transmembrane transport(GO:0035435);transmembrane transport(GO:0055085);ATP hydrolysis coupled anion transmembrane transport(GO:0099133)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0066|UniProtKB=Q9KVS3	VC_0066	ThiH protein;VC_0066;ortholog	2-IMINOACETATE SYNTHASE (PTHR43583:SF1)	transferase(PC00220)	Vibrio cholerae	catalytic activity(GO:0003824);iron ion binding(GO:0005506);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);4 iron, 4 sulfur cluster binding(GO:0051539)	thiamine biosynthetic process(GO:0009228)	
VIBCH|EnsemblGenome=VC_1143|UniProtKB=Q9KSW3	VC_1143	ATP-dependent Clp protease adapter protein ClpS;clpS;ortholog	ATP-DEPENDENT CLP PROTEASE ADAPTER PROTEIN CLPS (PTHR33473:SF11)		Vibrio cholerae		protein catabolic process(GO:0030163)	
VIBCH|EnsemblGenome=VC_0479|UniProtKB=Q9KUN6	VC_0479	Uncharacterized protein;VC_0479;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0237|UniProtKB=Q9KMT3	VC_A0237	Uncharacterized protein;VC_A0237;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1755|UniProtKB=Q9KR87	VC_1755	Uncharacterized protein;VC_1755;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_2609|UniProtKB=Q9KNX1	VC_2609	Uncharacterized protein;VC_2609;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0783|UniProtKB=Q9KTV4	VC_0783	Uncharacterized protein;VC_0783;ortholog	ALKYL/ARYL-SULFATASE BDS1 (PTHR43223:SF1)	esterase(PC00097)	Vibrio cholerae	molecular_function(GO:0003674);alkyl sulfatase activity(GO:0018741);protein dimerization activity(GO:0046983)	biological_process(GO:0008150);dodecyl sulfate metabolic process(GO:0018909)	cellular_component(GO:0005575);outer membrane-bounded periplasmic space(GO:0030288)
VIBCH|EnsemblGenome=VC_2149|UniProtKB=Q9KQ55	VC_2149	Uncharacterized protein;VC_2149;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0848|UniProtKB=P52116	VC_0848	SsrA-binding protein;smpB;ortholog	SSRA-BINDING PROTEIN (PTHR30308:SF2)		Vibrio cholerae	RNA binding(GO:0003723)		cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2479|UniProtKB=Q9KP94	VC_2479	5-formyltetrahydrofolate cyclo-ligase;VC_2479;ortholog	5-FORMYLTETRAHYDROFOLATE CYCLO-LIGASE (PTHR23407:SF7)	ligase(PC00142)	Vibrio cholerae	nucleotide binding(GO:0000166);molecular_function(GO:0003674);ATP binding(GO:0005524);5-formyltetrahydrofolate cyclo-ligase activity(GO:0030272);metal ion binding(GO:0046872)	biological_process(GO:0008150);folic acid-containing compound biosynthetic process(GO:0009396);tetrahydrofolate interconversion(GO:0035999)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2164|UniProtKB=Q9KQ40	VC_2164	Putative beta-barrel assembly-enhancing protease;VC_2164;ortholog	BETA-BARREL ASSEMBLY-ENHANCING PROTEASE (PTHR22726:SF17)	metalloprotease(PC00153)	Vibrio cholerae	molecular_function(GO:0003674);metalloendopeptidase activity(GO:0004222);peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	proteolysis(GO:0006508);biological_process(GO:0008150);chaperone-mediated protein folding(GO:0061077)	cellular_component(GO:0005575);membrane(GO:0016020);periplasmic space(GO:0042597)
VIBCH|EnsemblGenome=VC_A0055|UniProtKB=Q9KNB0	VC_A0055	Uncharacterized protein;VC_A0055;ortholog	SUBFAMILY NOT NAMED (PTHR30087:SF0)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1866|UniProtKB=Q9KQY1	VC_1866	Formate acetyltransferase;VC_1866;ortholog	AUTONOMOUS GLYCYL RADICAL COFACTOR-RELATED (PTHR30191:SF0)		Vibrio cholerae	catalytic activity(GO:0003824);formate C-acetyltransferase activity(GO:0008861);transferase activity(GO:0016740)	carbohydrate metabolic process(GO:0005975);fermentation(GO:0006113);threonine catabolic process(GO:0006567);metabolic process(GO:0008152)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2234|UniProtKB=Q9KPX8	VC_2234	Ribonuclease HI;rnhA;ortholog	RIBONUCLEASE H1 (PTHR10642:SF0)		Vibrio cholerae	nucleic acid binding(GO:0003676);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);RNA-DNA hybrid ribonuclease activity(GO:0004523);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	DNA replication, removal of RNA primer(GO:0043137);nucleic acid phosphodiester bond hydrolysis(GO:0090305);RNA phosphodiester bond hydrolysis, endonucleolytic(GO:0090502)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_A0939|UniProtKB=Q9KL11	VC_A0939	Sensory box/GGDEF family protein;VC_A0939;ortholog	DIGUANYLATE CYCLASE DGCM-RELATED (PTHR45138:SF9)		Vibrio cholerae	phosphorelay sensor kinase activity(GO:0000155)	phosphorelay signal transduction system(GO:0000160);signal transduction by protein phosphorylation(GO:0023014)	intracellular(GO:0005622)
VIBCH|EnsemblGenome=VC_0390|UniProtKB=Q9KUW9	VC_0390	Methionine synthase;metH;ortholog	METHIONINE SYNTHASE (PTHR45833:SF1)		Vibrio cholerae	methyltransferase activity(GO:0008168);zinc ion binding(GO:0008270);methionine synthase activity(GO:0008705);transferase activity(GO:0016740);cobalamin binding(GO:0031419);metal ion binding(GO:0046872)	cellular amino acid biosynthetic process(GO:0008652);methionine biosynthetic process(GO:0009086);methylation(GO:0032259);pteridine-containing compound metabolic process(GO:0042558);cellular metabolic process(GO:0044237)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_1089|UniProtKB=Q9KT16	VC_1089	Periplasmic binding protein-related protein;VC_1089;ortholog	SUBFAMILY NOT NAMED (PTHR30024:SF17)		Vibrio cholerae	molecular_function(GO:0003674);transporter activity(GO:0005215)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A1034|UniProtKB=Q9KKR7	VC_A1034	Methyl-accepting chemotaxis protein;VC_A1034;ortholog	SUBFAMILY NOT NAMED (PTHR32089:SF70)		Vibrio cholerae	signaling receptor activity(GO:0004872);signaling receptor activity(GO:0038023)	chemotaxis(GO:0006935);signal transduction(GO:0007165)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1653|UniProtKB=Q9KRI8	VC_1653	Sensory box sensor histidine kinase/response regulator VieS;VC_1653;ortholog	OSMOSENSING HISTIDINE PROTEIN KINASE SLN1 (PTHR43047:SF31)		Vibrio cholerae	phosphorelay sensor kinase activity(GO:0000155);phosphorelay response regulator activity(GO:0000156);ionotropic glutamate receptor activity(GO:0004970);extracellularly glutamate-gated ion channel activity(GO:0005234);kinase activity(GO:0016301);transferase activity, transferring phosphorus-containing groups(GO:0016772)	phosphorelay signal transduction system(GO:0000160);signal transduction(GO:0007165);phosphorylation(GO:0016310);signal transduction by protein phosphorylation(GO:0023014);ionotropic glutamate receptor signaling pathway(GO:0035235);excitatory postsynaptic potential(GO:0060079)	intracellular(GO:0005622);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A1110|UniProtKB=H9L4P7	VC_A1110	Long-chain-fatty-acid--CoA ligase, putative;VC_A1110;ortholog	LONG-CHAIN-FATTY-ACID--COA LIGASE (PTHR43767:SF8)	ligase(PC00142)	Vibrio cholerae	catalytic activity(GO:0003824);ligase activity(GO:0016874)	metabolic process(GO:0008152)	
VIBCH|EnsemblGenome=VC_1409|UniProtKB=Q9KS51	VC_1409	Multidrug resistance protein, putative;VC_1409;ortholog	MULTIDRUG RESISTANCE OUTER MEMBRANE PROTEIN MDTP-RELATED (PTHR30203:SF6)		Vibrio cholerae	drug transmembrane transporter activity(GO:0015238);efflux transmembrane transporter activity(GO:0015562);transmembrane transporter activity(GO:0022857)	drug transmembrane transport(GO:0006855);response to drug(GO:0042493);transmembrane transport(GO:0055085)	cell outer membrane(GO:0009279);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2086|UniProtKB=Q9KQB4	VC_2086	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex;VC_2086;ortholog	DIHYDROLIPOYLLYSINE-RESIDUE SUCCINYLTRANSFERASE COMPONENT OF 2-OXOGLUTARATE DEHYDROGENASE COMPLEX, MITOCHONDRIAL (PTHR43416:SF5)	acetyltransferase(PC00038);acyltransferase(PC00042)	Vibrio cholerae	dihydrolipoyllysine-residue succinyltransferase activity(GO:0004149);transferase activity(GO:0016740);transferase activity, transferring acyl groups(GO:0016746)	tricarboxylic acid cycle(GO:0006099);metabolic process(GO:0008152);L-lysine catabolic process to acetyl-CoA via saccharopine(GO:0033512)	oxoglutarate dehydrogenase complex(GO:0045252)
VIBCH|EnsemblGenome=VC_A0376|UniProtKB=Q9KMH7	VC_A0376	Uncharacterized protein;VC_A0376;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2168|UniProtKB=Q9KQ36	VC_2168	Uncharacterized protein;VC_2168;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2225|UniProtKB=Q9KPY7	VC_2225	Uracil phosphoribosyltransferase;upp;ortholog	URACIL PHOSPHORIBOSYLTRANSFERASE, CHLOROPLASTIC (PTHR10285:SF135)	glycosyltransferase(PC00111);nucleotide kinase(PC00172)	Vibrio cholerae	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);uracil phosphoribosyltransferase activity(GO:0004845);uridine kinase activity(GO:0004849);GTP binding(GO:0005525);transferase activity(GO:0016740);transferase activity, transferring glycosyl groups(GO:0016757)	pyrimidine nucleobase metabolic process(GO:0006206);uracil salvage(GO:0006223);metabolic process(GO:0008152);pyrimidine-containing compound salvage(GO:0008655);nucleoside metabolic process(GO:0009116);pyrimidine nucleoside salvage(GO:0043097);UMP salvage(GO:0044206)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A0864|UniProtKB=Q9KL82	VC_A0864	Methyl-accepting chemotaxis protein;VC_A0864;ortholog	SUBFAMILY NOT NAMED (PTHR24422:SF12)	methyltransferase(PC00155);protein kinase(PC00193)	Vibrio cholerae	phosphorelay sensor kinase activity(GO:0000155);signaling receptor activity(GO:0004872);signaling receptor activity(GO:0038023)	phosphorelay signal transduction system(GO:0000160);chemotaxis(GO:0006935);signal transduction(GO:0007165);signal transduction by protein phosphorylation(GO:0023014)	intracellular(GO:0005622);membrane(GO:0016020)
VIBCH|EnsemblGenome=VC_A0986|UniProtKB=Q9KKW4	VC_A0986	Putative phosphoenolpyruvate synthase regulatory protein;VC_A0986;ortholog	PYRUVATE, PHOSPHATE DIKINASE REGULATORY PROTEIN 1, CHLOROPLASTIC (PTHR31756:SF3)		Vibrio cholerae	nucleotide binding(GO:0000166);molecular_function(GO:0003674);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);transferase activity, transferring phosphorus-containing groups(GO:0016772)	protein phosphorylation(GO:0006468);biological_process(GO:0008150);phosphorylation(GO:0016310)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0019|UniProtKB=Q9KNE6	VC_A0019	Uncharacterized protein;VC_A0019;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0811|UniProtKB=Q9KLD5	VC_A0811	GlcNAc-binding protein A;gbpA;ortholog	SUBFAMILY NOT NAMED (PTHR34823:SF1)		Vibrio cholerae	chitinase activity(GO:0004568);chitin binding(GO:0008061)	chitin catabolic process(GO:0006032)	extracellular region(GO:0005576)
VIBCH|EnsemblGenome=VC_1776|UniProtKB=Q9KR67	VC_1776	N-acetylneuraminate lyase, putative;VC_1776;ortholog	SUBFAMILY NOT NAMED (PTHR12128:SF55)	lyase(PC00144)	Vibrio cholerae	catalytic activity(GO:0003824);lyase activity(GO:0016829)	metabolic process(GO:0008152)	
VIBCH|EnsemblGenome=VC_2447|UniProtKB=Q9KPC5	VC_2447	Enolase;eno;ortholog	ENOLASE 1-RELATED (PTHR11902:SF1)		Vibrio cholerae	magnesium ion binding(GO:0000287);phosphopyruvate hydratase activity(GO:0004634);lyase activity(GO:0016829);metal ion binding(GO:0046872)	glycolytic process(GO:0006096)	phosphopyruvate hydratase complex(GO:0000015);extracellular region(GO:0005576);cytoplasm(GO:0005737);cell surface(GO:0009986)
VIBCH|EnsemblGenome=VC_A0821|UniProtKB=Q9KLC5	VC_A0821	Uncharacterized protein;VC_A0821;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0966|UniProtKB=Q9KTD6	VC_0966	Phosphocarrier protein HPr;ptsH;ortholog	PHOSPHOCARRIER PROTEIN HPR (PTHR33705:SF1)		Vibrio cholerae	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity(GO:0008982)	carbohydrate transport(GO:0008643);phosphoenolpyruvate-dependent sugar phosphotransferase system(GO:0009401);carbohydrate transmembrane transport(GO:0034219)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2597|UniProtKB=Q9KNY3	VC_2597	30S ribosomal protein S10;rpsJ;ortholog	37S RIBOSOMAL PROTEIN S10, MITOCHONDRIAL (PTHR11700:SF9)	ribosomal protein(PC00202)	Vibrio cholerae	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	intracellular(GO:0005622);ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:0030529)
VIBCH|EnsemblGenome=VC_A1060|UniProtKB=Q9KKP2	VC_A1060	3,4-dihydroxy-2-butanone 4-phosphate synthase;ribB;ortholog	3,4-DIHYDROXY-2-BUTANONE 4-PHOSPHATE SYNTHASE (PTHR21327:SF41)		Vibrio cholerae	3,4-dihydroxy-2-butanone-4-phosphate synthase activity(GO:0008686);lyase activity(GO:0016829);metal ion binding(GO:0046872)	riboflavin biosynthetic process(GO:0009231)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A0207|UniProtKB=Q9KMW1	VC_A0207	NH(3)-dependent NAD(+) synthetase;nadE;ortholog	NH(3)-DEPENDENT NAD(+) SYNTHETASE (PTHR23090:SF7)	ligase(PC00142)	Vibrio cholerae	nucleotide binding(GO:0000166);NAD+ synthase (glutamine-hydrolyzing) activity(GO:0003952);ATP binding(GO:0005524);NAD+ synthase activity(GO:0008795);ligase activity(GO:0016874);metal ion binding(GO:0046872)	NADH metabolic process(GO:0006734);NAD biosynthetic process(GO:0009435)	cytoplasm(GO:0005737)
