vc_names,Uniprot,Family_name,Genes,GO,GO_num
VCA0287,Q9KMN7,THREONINE--TRNA LIGASE,32,"catalytic activity, acting on RNA;ligase activity",GO:0140098;GO:0016874
VCA0289,O68845,"50S RIBOSOMAL PROTEIN L35, CHLOROPLASTIC",79,structural constituent of ribosome,GO:0003735
VCA0290,P0A479,"50S RIBOSOMAL PROTEIN L20, CHLOROPLASTIC",74,structural constituent of ribosome,GO:0003735
VCA0291,H9L4R7,,,,
VCA0292,Q9K2P2,,,,
VCA0293,Q9KMN5,,,,
VCA0294,Q9KMN4,,,,
VCA0295,Q9KMN3,,,,
VCA0296,Q9K2H5,,,,
VCA0297,H9L4N8,,,,
VCA0298,Q9K315,,,,
VCA0299,Q9KMN2,,,,
VCA0300,Q9KMN1,SUBFAMILY NOT NAMED,4,acetyltransferase activity;lyase activity,GO:0016407;GO:0016829
VCA0301,Q9KMN0,SUBFAMILY NOT NAMED,26,oxidoreductase activity,GO:0016491
VCA0302,Q9KMM9,,,,
VCA0303,Q9KMM8,,,,
VCA0304,Q9KMM7,,,,
VCA0305,Q9KMM6,,,,
VCA0306,Q9KMM5,,,,
VCA0307,Q9KMM4,,,,
VCA0308,Q9KMM3,,,,
VCA0309,Q9KMM2,,,,
VCA0310,Q9KMM1,,,,
VCA0311,Q9K3B3,SUBFAMILY NOT NAMED,3,"",""
VCA0312,Q7DCR7,,,,
VCA0313,Q9KMM0,,,,
VCA0314,Q9KML9,,,,
VCA0315,Q9KML8,,,,
VCA0316,Q9K330,SUBFAMILY NOT NAMED,7,"",""
VCA0317,Q08790,,,,
VCA0318,Q9K2P7,SUBFAMILY NOT NAMED,2,"",""
VCA0319,Q9K2J6,SUBFAMILY NOT NAMED,7,"",""
VCA0320,Q9K2R8,,,,
VCA0321,Q9KML6,,,,
VCA0322,Q9KML5,,,,
VCA0323,Q9KML4,MRNA INTERFERASE TOXIN YAFQ,8,endoribonuclease activity,GO:0004521
VCA0324,Q9KML3,ANTITOXIN DINJ-RELATED,8,proximal promoter sequence-specific DNA binding,GO:0000987
VCA0325,Q9KML2,,,,
VCA0326,Q9KML1,,,,
VCA0327,Q9KML0,,,,
VCA0328,Q9K3D3,GLYOXALASE DOMAIN-CONTAINING PROTEIN 5,79,"",""
VCA0330,Q9KMK9,SUBFAMILY NOT NAMED,4,"",""
VCA0331,Q9KMK8,,,,
VCA0332,Q9KMK7,,,,
VCA0333,Q9KMK6,,,,
VCA0334,Q9KMK5,,,,
VCA0337,O31020,,,,
VCA0338,Q9KMK3,,,,
VCA0339,Q9KMK2,,,,
VCA0340,Q9KMK1,,,,
VCA0342,Q9KMK0,,,,
VCA0344,Q9KMJ9,,,,
VCA0345,Q9KMJ8,REGULATION OF ENOLASE PROTEIN 1,18,"",""
VCA0346,Q9KMJ7,,,,
VCA0347,Q9K2M2,,,,
VCA0348,Q9K2M8,SUBFAMILY NOT NAMED,4,"",""
VCA0349,Q9K3D4,,,,
VCA0350,Q9KMJ6,,,,
VCA0351,Q9KMJ5,,,,
VCA0354,Q9KMJ4,SUBFAMILY NOT NAMED,22,"",""
VCA0355,Q9KMJ3,SUBFAMILY NOT NAMED,14,"",""
VCA0356,Q9KMJ2,,,,
VCA0357,Q9KMJ1,,,,
VCA0359,Q9KMJ0,SUBFAMILY NOT NAMED,4,"",""
VCA0360,Q9KMI9,,,,
VCA0361,Q9KMI8,,,,
VCA0362,Q9KMI7,,,,
VCA0363,Q9KMI6,,,,
VCA0365,Q9KMI5,,,,
VCA0366,Q9KMI4,,,,
VCA0367,Q9KMI3,,,,
VCA0368,Q9KMI2,,,,
VCA0369,Q9KMI1,,,,
VCA0373,Q9KMI0,,,,
VCA0374,Q9KMH9,,,,
VCA0375,Q9KMH8,,,,
VCA0376,Q9KMH7,,,,
VCA0377,Q9KMH6,,,,
VCA0379,Q9KMH5,,,,
VCA0380,Q9KMH4,SUBFAMILY NOT NAMED,7,"",""
VCA0381,Q9KMH3,,,,
VCA0382,Q9KMH2,,,,
VCA0383,Q9KMH1,,,,
VCA0384,Q9KMH0,,,,
VCA0387,Q9KMG9,,,,
VCA0388,Q9KMG8,,,,
VCA0389,Q9KMG7,,,,
VCA0390,Q9KMG6,,,,
VCA0391,Q9KMG5,SUBFAMILY NOT NAMED,6,"",""
VCA0392,Q9KMG4,SUBFAMILY NOT NAMED,11,"",""
VCA0393,Q9K2L1,,,,
VCA0394,Q9K2L0,,,,
VCA0395,Q9KMG3,PHENAZINE BIOSYNTHESIS-LIKE DOMAIN-CONTAINING PROTEIN,138,"",""
VCA0396,Q9KMG2,,,,
VCA0397,Q9KMG1,,,,
VCA0398,Q9KMG0,,,,
VCA0399,Q9KMF9,,,,
VCA0400,Q9K2Q6,,,,
VCA0401,Q9K391,,,,
VCA0402,Q9KMF8,,,,
VCA0403,Q9KMF7,,,,
VCA0404,Q9KMF6,,,,
VCA0405,Q9KMF5,,,,
VCA0406,Q9KMF4,,,,
VCA0407,Q9KMF3,,,,
VCA0408,Q9KMF2,,,,
VCA0409,Q9KMF1,,,,
VCA0410,Q9KMF0,,,,
VCA0411,Q9KME9,,,,
VCA0412,Q9KME8,,,,
VCA0413,Q9KME7,,,,
VCA0414,Q9KME6,,,,
VCA0415,Q9KME5,,,,
VCA0416,Q9KME4,,,,
VCA0418,Q9KME3,,,,
VCA0419,Q9KME2,,,,
VCA0420,Q9KME1,,,,
VCA0421,Q9KME0,,,,
VCA0422,Q9KMD9,SUBFAMILY NOT NAMED,4,"",""
VCA0423,Q9KMD8,,,,
VCA0424,Q9KMD7,,,,
VCA0425,Q9KMD6,,,,
VCA0426,Q9KMD5,,,,
VCA0427,Q9KMD4,,,,
VCA0428,Q9K2K9,,,,
VCA0429,Q9KMD3,,,,
VCA0430,Q9KMD2,,,,
VCA0431,Q9KMD1,,,,
VCA0432,Q9KMD0,SUBFAMILY NOT NAMED,3,"",""
VCA0433,Q9KMC9,,,,
VCA0434,Q9KMC8,,,,
VCA0435,Q9KMC7,,,,
VCA0436,Q9KMC6,,,,
VCA0439,Q9KMC5,,,,
VCA0440,Q9KMC4,,,,
VCA0441,Q9KMC3,,,,
VCA0442,Q9KMC2,,,,
VCA0443,Q9KMC1,,,,
VCA0444,H9L4R3,,,,
VCA0445,H9L4T4,SUBFAMILY NOT NAMED,2,"",""
VCA0446,H9L4P8,,,,
VCA0447,H9L4S1,DNA ADENINE METHYLTRANSFERASE YHDJ,15,"",""
VCA0450,H9L4T1,,,,
VCA0451,H9L4S7,,,,
VCA0452,Q9KMC0,,,,
VCA0453,Q9KMB9,,,,
VCA0455,Q9KMB8,SUBFAMILY NOT NAMED,3,"",""
VCA0456,Q9KMB7,,,,
VCA0457,Q9KMB6,,,,
VCA0458,Q9KMB5,,,,
VCA0459,Q9KMB4,,,,
VCA0460,Q9KMB3,,,,
VCA0461,Q9KMB2,,,,
VCA0462,Q9KMB1,,,,
VCA0464,Q9KMB0,,,,
VCA0465,Q9KMA9,,,,
VCA0466,Q9KMA8,,,,
VCA0467,Q9KMA7,,,,
VCA0468,Q9KMA6,,,,
VCA0469,Q9KMA5,SUBFAMILY NOT NAMED,9,"",""
VCA0470,H9L4R4,SUBFAMILY NOT NAMED,13,"transferase activity, transferring acyl groups other than amino-acyl groups",GO:0016747
VCA0471,H9L4R6,,,,
VCA0473,Q9KMA4,SUBFAMILY NOT NAMED,12,acetyltransferase activity;lyase activity,GO:0016407;GO:0016829
VCA0474,Q9KMA3,,,,
VCA0475,Q9KMA2,SUBFAMILY NOT NAMED,9,"",""
VCA0477,Q9KMA1,ANTITOXIN YAFN,15,"",""
VCA0478,Q9KMA0,,,,
VCA0480,Q9KM99,,,,
VCA0483,Q9KM98,,,,
VCA0484,Q9KM97,,,,
VCA0485,Q9KM96,,,,
VCA0486,Q9KM95,,,,
VCA0487,Q9KM94,SUBFAMILY NOT NAMED,10,"",""
VCA0488,Q9KM93,SUBFAMILY NOT NAMED,2,"",""
VCA0489,Q9KM92,,,,
VCA0490,Q9KM91,SUBFAMILY NOT NAMED,21,carboxylic ester hydrolase activity,GO:0052689
VCA0491,Q9KM90,,,,
VCA0493,Q9KM89,,,,
VCA0494,Q9KM88,,,,
VCA0495,Q9KM87,,,,
VCA0496,Q9KM86,,,,
VCA0497,Q9KM85,,,,
VCA0498,Q9KM84,SUBFAMILY NOT NAMED,6,"",""
VCA0500,Q9KM83,,,,
VCA0501,Q9KM82,,,,
VCA0502,Q9KM81,,,,
VCA0505,Q9KM80,,,,
VCA0509,Q9KM79,,,,
VCA0510,Q9KM78,,,,
VCA0511,Q9KM77,ANAEROBIC RIBONUCLEOSIDE-TRIPHOSPHATE REDUCTASE,24,endoribonuclease activity;nucleic acid binding,GO:0004521;GO:0003676
VCA0512,Q9KM76,ANAEROBIC RIBONUCLEOSIDE-TRIPHOSPHATE REDUCTASE-ACTIVATING PROTEIN,16,oxidoreductase activity,GO:0016491
VCA0513,Q9KM75,,,,
VCA0514,Q9KM74,,,,
VCA0515,Q9KM73,,,,
VCA0516,Q9KM72,,,,
VCA0517,Q9KM71,1-PHOSPHOFRUCTOKINASE,22,"carbohydrate kinase activity;phosphotransferase activity, alcohol group as acceptor",GO:0019200;GO:0016773
VCA0518,Q9KM70,MULTIPHOSPHORYL TRANSFER PROTEIN,6,"",""
VCA0519,Q9KM69,CATABOLITE REPRESSOR/ACTIVATOR,5,DNA binding;DNA-binding transcription factor activity,GO:0003677;GO:0003700
VCA0520,Q9KM68,NUCLEASE SBCCD SUBUNIT D,35,"",""
VCA0521,Q9KM67,ABC TRANSPORTER ABCH.3,41,"",""
VCA0522,Q9KM66,,,,
VCA0523,Q9KM65,,,,
VCA0524,Q9KM64,,,,
VCA0525,Q9KM63,,,,
VCA0526,Q9KM62,CHLORIDE CHANNEL PROTEIN,42,anion binding;chloride channel activity;solute:proton antiporter activity;voltage-gated ion channel activity,GO:0043168;GO:0005254;GO:0015299;GO:0005244
VCA0527,Q9KM61,ZINC-BINDING GTPASE YEIR,17,"",""
VCA0528,Q9KM60,"DAR GTPASE 3, CHLOROPLASTIC",52,GTPase activity,GO:0003924
VCA0529,Q9KM59,LOW AFFINITY POTASSIUM TRANSPORT SYSTEM PROTEIN KUP,55,"",""
VCA0530,Q9KM58,PYRUVATE-FLAVODOXIN OXIDOREDUCTASE-RELATED,38,"",""
VCA0531,Q9KM57,SENSOR PROTEIN KDPD,19,protein kinase activity,GO:0004672
VCA0532,Q9KM56,KDP OPERON TRANSCRIPTIONAL REGULATORY PROTEIN KDPE,18,DNA-binding transcription factor activity;molecular transducer activity;transcription regulatory region sequence-specific DNA binding,GO:0003700;GO:0060089;GO:0000976
VCA0533,Q9KM55,,,,
VCA0535,Q9KM54,,,,
VCA0536,Q9KM53,,,,
VCA0537,Q9KM52,,,,
VCA0538,Q9KM51,CYTOCHROME B561 HOMOLOG 2,14,"",""
VCA0539,Q9KM50,PROTEIN YCEI,25,"",""
VCA0540,Q9KM49,SUBFAMILY NOT NAMED,2,antibiotic transmembrane transporter activity;monocarboxylic acid transmembrane transporter activity;nitrate transmembrane transporter activity;secondary active transmembrane transporter activity,GO:0042895;GO:0008028;GO:0015112;GO:0015291
VCA0541,Q9KM48,,,,
VCA0542,Q9KM47,,,,
VCA0543,Q9KM46,,,,
VCA0544,Q9KM45,SUBFAMILY NOT NAMED,4,"",""
VCA0545,Q9KM44,RIKEN CDNA 4933425L06,54,phosphoric diester hydrolase activity,GO:0008081
VCA0546,Q9KM43,"THYLAKOID MEMBRANE PROTEIN TERC, CHLOROPLASTIC",58,"",""
VCA0547,Q9KM42,,,,
VCA0548,Q9KM41,,,,
VCA0549,Q9KM40,PROTEIN PHNA,16,"",""
VCA0550,Q9KM39,SUBFAMILY NOT NAMED,17,"",""
VCA0551,Q9KM38,,,,
VCA0552,Q9KM37,,,,
VCA0553,Q9KM36,,,,
VCA0554,Q9KM35,SUBFAMILY NOT NAMED,21,"",""
VCA0555,Q9KM34,,,,
VCA0556,Q9KM33,,,,
VCA0557,Q9KM32,SUBFAMILY NOT NAMED,2,nucleotidyltransferase activity,GO:0016779
VCA0558,Q9KM31,SUBFAMILY NOT NAMED,36,"peptidase activity;transferase activity, transferring acyl groups",GO:0008233;GO:0016746
VCA0559,Q9KM30,,,,
VCA0560,Q9KM29,,,,
VCA0561,Q9KM28,,,,
VCA0562,Q9KM27,,,,
VCA0563,Q9KM26,NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE,54,cofactor binding;nucleotide binding;oxidoreductase activity,GO:0048037;GO:0000166;GO:0016491
VCA0564,Q9KM25,NAD(P) TRANSHYDROGENASE SUBUNIT BETA,25,"",""
VCA0565,Q9KM24,,,,
VCA0566,Q9KM23,,,,
VCA0567,Q9KM22,,,,
VCA0568,Q9KM21,,,,
VCA0569,Q9KM20,,,,
VCA0570,Q9KM19,DENSITY-REGULATED PROTEIN,121,mRNA binding,GO:0003729
VCA0571,Q9KM18,,,,
VCA0572,Q9KM17,D-ALANINE--D-ALANINE LIGASE A,14,ligase activity,GO:0016874
VCA0573,Q9KM16,,,,
VCA0574,Q9KM15,PROTEIN LYSINE ACETYLTRANSFERASE PKA,17,"",""
VCA0575,Q9KM14,HTH-TYPE TRANSCRIPTIONAL REGULATOR YHAJ-RELATED,11,"",""
VCA0576,Q9KM13,,,,
VCA0577,Q9KM12,,,,
VCA0578,Q9KM11,,,,
VCA0579,Q9KM10,,,,
VCA0580,Q9KM09,"1,4-DIHYDROXY-2-NAPHTHOYL-COA THIOESTERASE 1",71,"hydrolase activity, acting on ester bonds",GO:0016788
VCA0581,Q9KM08,SUBFAMILY NOT NAMED,5,metallopeptidase activity,GO:0008237
VCA0582,Q9KM07,SUBFAMILY NOT NAMED,14,"",""
VCA0583,Q9KM06,,,,
VCA0584,Q9KM05,GLUTATHIONE S-TRANSFERASE-RELATED,35,"",""
VCA0585,Q9KM04,GLUTATHIONE S-TRANSFERASE 2,79,anion binding;cofactor binding;glutathione transferase activity;peptide binding,GO:0043168;GO:0048037;GO:0004364;GO:0042277
VCA0586,Q9KM03,SUBFAMILY NOT NAMED,5,"",""
VCA0587,Q9KM02,SUBFAMILY NOT NAMED,10,"",""
VCA0588,Q9KM01,NICKEL IMPORT ATP-BINDING PROTEIN NIKD,12,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626
VCA0589,Q9KM00,INNER MEMBRANE ABC TRANSPORTER PERMEASE PROTEIN YEJE,9,"",""
VCA0590,Q9KLZ9,INNER MEMBRANE ABC TRANSPORTER PERMEASE PROTEIN YEJB,9,"",""
VCA0591,Q9KLZ8,SUBFAMILY NOT NAMED,45,peptide transmembrane transporter activity,GO:1904680
VCA0592,Q9KLZ7,SUBFAMILY NOT NAMED,28,"hydrolase activity;transferase activity, transferring glycosyl groups",GO:0016787;GO:0016757
VCA0593,Q9KLZ6,,,,
VCA0594,B1B1N2,SUBFAMILY NOT NAMED,6,"",""
VCA0595,Q9KLZ5,SUBFAMILY NOT NAMED,5,"",""
VCA0597,Q9KLZ4,,,,
VCA0598,Q9KLZ3,,,,
VCA0599,Q9KLZ2,SUBFAMILY NOT NAMED,8,"",""
VCA0600,Q9KLZ1,SUBFAMILY NOT NAMED,5,"",""
VCA0601,Q9KLZ0,SUBFAMILY NOT NAMED,5,"",""
VCA0602,Q9KLY9,SUBFAMILY NOT NAMED,19,"",""
VCA0603,Q9KLY8,SUBFAMILY NOT NAMED,17,"",""
VCA0604,Q9KLY7,SUBFAMILY NOT NAMED,15,"",""
VCA0605,Q9KLY6,AMINOTRANSFERASE CLASS-III,21,"",""
VCA0606,Q9KLY5,SUBFAMILY NOT NAMED,5,hydrolase activity,GO:0016787
VCA0607,Q9KLY4,REGULATOR OF NUCLEOSIDE DIPHOSPHATE KINASE,9,"",""
VCA0608,Q9KLY3,PYRIMIDINE 5'-NUCLEOTIDASE YJJG,16,"",""
VCA0609,Q9KLY2,,,,
VCA0610,Q9KLY1,GLYOXALASE ELBB,9,"",""
VCA0611,Q9KLY0,,,,
VCA0612,Q9KLX9,LARGE-CONDUCTANCE MECHANOSENSITIVE CHANNEL,35,gated channel activity,GO:0022836
VCA0613,Q9KLX8,,,,
VCA0614,Q9KLX7,"C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC",104,"hydrolase activity, acting on carbon-nitrogen ;ligase activity;oxidoreductase activity",GO:0016810;GO:0016874;GO:0016491
VCA0615,Q9KLX6,SUBFAMILY NOT NAMED,12,"",""
VCA0616,Q9KLX5,GTP CYCLOHYDROLASE 1,132,"GTP binding;hydrolase activity, acting on carbon-nitrogen ;zinc ion binding",GO:0005525;GO:0016810;GO:0008270
VCA0617,Q9KLX4,MOLYBDOPTERIN MOLYBDENUMTRANSFERASE,10,adenylyltransferase activity;phosphorus-oxygen lyase activity,GO:0070566;GO:0016849
VCA0618,Q9KLX3,MOLYBDOPTERIN-SYNTHASE ADENYLYLTRANSFERASE,7,nucleotidyltransferase activity;phosphorus-oxygen lyase activity,GO:0016779;GO:0016849
VCA0619,Q9KLX2,,,,
VCA0620,Q9KLX1,SULFURTRANSFERASE,105,transferase activity,GO:0016740
VCA0621,Q9KLX0,SUBFAMILY NOT NAMED,10,"",""
VCA0622,Q9KLW9,,,,
VCA0623,Q9KLW8,TRANSALDOLASE B,32,"",""
VCA0624,Q9KLW7,,,,
VCA0625,Q9KLW6,,,,
VCA0626,Q9KLW5,,,,
VCA0627,Q9KLW4,SUBFAMILY NOT NAMED,3,"",""
VCA0628,Q9KLW3,,,,
VCA0629,Q9KLW2,REGULATOR ABRB-RELATED,9,"",""
VCA0630,Q9KLW1,SUBFAMILY NOT NAMED,14,"",""
VCA0631,Q9KLW0,SUBFAMILY NOT NAMED,8,"",""
VCA0632,Q9KLV9,,,,
VCA0633,Q9KLV8,,,,
VCA0634,Q9KLV7,SUBFAMILY NOT NAMED,11,S-adenosylmethionine-dependent methyltransferase activity;tRNA methyltransferase activity,GO:0008757;GO:0008175
VCA0635,Q9KLV6,SUBFAMILY NOT NAMED,6,DNA-binding transcription factor activity;sequence-specific DNA binding,GO:0003700;GO:0043565
VCA0636,Q9KLV5,QUINOL MONOOXYGENASE YGIN-RELATED,42,"",""
VCA0637,Q9KLV4,OXYGEN-INSENSITIVE NAD(P)H NITROREDUCTASE,15,"",""
VCA0638,Q9KLV3,SUBFAMILY NOT NAMED,5,"",""
VCA0639,Q9KLV2,SUBFAMILY NOT NAMED,12,efflux transmembrane transporter activity,GO:0015562
VCA0640,Q9KLV1,,,,
VCA0641,Q9KLV0,SUBFAMILY NOT NAMED,37,"",""
VCA0642,Q9KLU9,,,,
VCA0643,Q9KLU8,,,,
VCA0644,Q9KLU7,NITRIC OXIDE REDUCTASE FLRD-NAD(+) REDUCTASE,6,oxidoreductase activity,GO:0016491
VCA0645,Q9KLU6,SUBFAMILY NOT NAMED,10,"",""
VCA0646,Q9KLU5,,,,
VCA0647,Q9KLU4,,,,
VCA0648,Q9KLU3,,,,
VCA0649,Q9KLU2,SUBFAMILY NOT NAMED,2,"",""
VCA0650,Q9KLU1,,,,
VCA0651,Q9KLU0,SUBFAMILY NOT NAMED,27,"",""
VCA0652,Q9KLT9,,,,
VCA0653,Q9KLT8,SUBFAMILY NOT NAMED,7,"",""
VCA0654,Q9KLT7,SUBFAMILY NOT NAMED,9,DNA binding;DNA-binding transcription factor activity,GO:0003677;GO:0003700
VCA0655,Q9KLT6,SUBFAMILY NOT NAMED,16,"",""
VCA0656,Q9KLT5,SUBFAMILY NOT NAMED,21,carbohydrate kinase activity,GO:0019200
VCA0657,Q9KLT4,AEROBIC GLYCEROL-3-PHOSPHATE DEHYDROGENASE,9,"",""
VCA0658,Q9KLT3,SUBFAMILY NOT NAMED,2,"",""
VCA0659,Q9KLT2,,,,
VCA0660,Q9KLT1,,,,
VCA0661,Q9KLT0,SUBFAMILY NOT NAMED,2,binding;catalytic activity,GO:0005488;GO:0003824
VCA0662,Q9KLS9,FRUCTOSE-1-PHOSPHATE PHOSPHATASE YQAB,12,phosphatase activity,GO:0016791
VCA0663,Q9KLS8,,,,
VCA0664,Q9KLS7,,,,
VCA0665,Q9KLS6,ANAEROBIC C4-DICARBOXYLATE TRANSPORTER DCUC-RELATED,5,"",""
VCA0666,Q9KLS5,,,,
VCA0667,Q9KLS4,SUBFAMILY NOT NAMED,6,"",""
VCA0668,Q9KLS3,,,,
VCA0669,Q9KLS2,SUBFAMILY NOT NAMED,3,"",""
VCA0670,Q9KLS1,,,,
VCA0671,Q9KLS0,SUBFAMILY NOT NAMED,15,"",""
VCA0672,Q9KLR9,,,,
VCA0673,Q9KLR8,SUBFAMILY NOT NAMED,8,DNA binding;DNA-binding transcription factor activity,GO:0003677;GO:0003700
VCA0675,Q9KLR7,NITRATE/NITRITE SENSOR PROTEIN NARQ,5,protein kinase activity,GO:0004672
VCA0676,Q9KLR6,FERREDOXIN-TYPE PROTEIN NAPF,6,"",""
VCA0677,Q9KLR5,CHAPERONE NAPD,8,signal sequence binding,GO:0005048
VCA0678,Q9KLR4,PERIPLASMIC NITRATE REDUCTASE,7,cofactor binding;oxidoreductase activity;transition metal ion binding,GO:0048037;GO:0016491;GO:0046914
VCA0679,Q9KLR3,"PERIPLASMIC NITRATE REDUCTASE, ELECTRON TRANSFER SUBUNIT",8,"",""
VCA0680,Q9KLR2,,,,
VCA0681,Q9KLR1,SUBFAMILY NOT NAMED,5,cyclic-nucleotide phosphodiesterase activity,GO:0004112
VCA0682,Q9KLR0,SUBFAMILY NOT NAMED,42,methyltransferase activity;protein kinase activity,GO:0008168;GO:0004672
VCA0683,Q9KLQ9,SIGNAL TRANSDUCTION HISTIDINE-PROTEIN KINASE/PHOSPHATASE UHPB,16,protein kinase activity,GO:0004672
VCA0684,Q9KLQ8,GLUCOSE-6-PHOSPHATE EXCHANGER SLC37A4,41,transmembrane transporter activity,GO:0022857
VCA0685,Q9KLQ7,SUBFAMILY NOT NAMED,14,"",""
VCA0686,Q9KLQ6,SUBFAMILY NOT NAMED,2,"",""
VCA0687,Q9KLQ5,FE(3+) IONS IMPORT ATP-BINDING PROTEIN FBPC,25,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626
VCA0688,Q9KLQ4,SUBFAMILY NOT NAMED,6,"",""
VCA0689,Q9KLQ3,,,,
VCA0690,Q9KLQ2,ACETYL-COA ACETYLTRANSFERASE,3,"acetyltransferase activity;ligase activity, forming carbon-sulfur bonds",GO:0016407;GO:0016877
VCA0691,Q9KLQ1,SUBFAMILY NOT NAMED,9,oxidoreductase activity,GO:0016491
VCA0693,Q9KLQ0,SUBFAMILY NOT NAMED,2,"",""
VCA0694,Q9KLP9,,,,
VCA0695,Q9KLP8,,,,
VCA0696,Q9KLP7,,,,
VCA0697,Q9KLP6,,,,
VCA0698,Q9KLP5,,,,
VCA0699,Q9KLP4,,,,
VCA0700,Q9KLP3,,,,
VCA0701,Q9KLP2,,,,
VCA0702,Q9KLP1,ALCOHOL DEHYDROGENASE YQHD,47,"",""
VCA0703,Q9KLP0,,,,
VCA0704,Q9KLN9,SUBFAMILY NOT NAMED,2,"",""
VCA0705,Q9KLN8,,,,
VCA0706,Q9KLN7,SUBFAMILY NOT NAMED,4,"",""
VCA0707,Q9KLN6,SUBFAMILY NOT NAMED,3,transmembrane transporter activity,GO:0022857
VCA0708,Q9KLN5,,,,
VCA0709,Q9KLN4,,,,
VCA0710,Q9KLN3,PERIPLASMIC PROTEIN TORT,4,DNA binding;DNA-binding transcription factor activity,GO:0003677;GO:0003700
VCA0711,Q9KLN2,METHYLGLYOXAL SYNTHASE,14,carbon-oxygen lyase activity,GO:0016835
VCA0712,Q9KLN1,LD05707P,43,"",""
VCA0713,Q9KLN0,,,,
VCA0714,Q9KLM9,DIACYLGLYCEROL KINASE,26,"",""
VCA0715,Q9KLM8,,,,
VCA0716,Q9KLM7,SUBFAMILY NOT NAMED,3,electron transfer activity,GO:0009055
VCA0717,Q9KLM6,DNA HELICASE IV,12,3'-5' DNA helicase activity;ATP binding;ATP-dependent DNA helicase activity,GO:0043138;GO:0005524;GO:0004003
VCA0718,Q9KLM5,INNER MEMBRANE PROTEIN YCCS,8,protein binding,GO:0005515
VCA0719,Q9KLM4,,,,
VCA0720,Q9KLM3,,,,
VCA0721,Q9KLM2,,,,
VCA0722,Q9KLM1,,,,
VCA0723,Q9KLM0,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE,141,"",""
VCA0724,Q9KLL9,MOLYBDENUM IMPORT ATP-BINDING PROTEIN MODC,10,"",""
VCA0725,Q9KLL8,MOLYBDENUM TRANSPORT SYSTEM PERMEASE PROTEIN MODB,24,"",""
VCA0726,Q9KLL7,MOLYBDATE-BINDING PROTEIN MODA,20,"",""
VCA0727,Q9KLL6,SUBFAMILY NOT NAMED,26,"",""
VCA0728,Q9KLL5,,,,
VCA0729,Q9KLL4,,,,
VCA0730,Q9KLL3,,,,
VCA0731,Q9KLL2,,,,
VCA0732,Q9KLL1,PROTEIN YGIW,9,"",""
VCA0733,Q9KLL0,,,,
VCA0734,Q9KLK9,,,,
VCA0735,Q9KLK8,,,,
VCA0736,Q9KLK7,,,,
VCA0737,Q9KLK6,SUBFAMILY NOT NAMED,5,DNA binding;DNA-binding transcription factor activity,GO:0003677;GO:0003700
VCA0738,Q9KLK5,,,,
VCA0739,Q9KLK4,UPF0213 PROTEIN YHBQ,18,"",""
VCA0740,Q9KLK3,UPF0502 PROTEIN YCEH,8,"",""
VCA0741,Q9KLK2,UPF0265 PROTEIN YEEX,6,"",""
VCA0742,Q9KLK1,,,,
VCA0743,Q9KLK0,,,,
VCA0744,Q9KLJ9,ZGC:172295,146,"",""
VCA0746,Q9KLJ8,,,,
VCA0747,Q9KLJ7,ANAEROBIC GLYCEROL-3-PHOSPHATE DEHYDROGENASE SUBUNIT A,5,"",""
VCA0748,Q9KLJ6,SUBFAMILY NOT NAMED,19,"",""
VCA0749,Q9KLJ5,ANAEROBIC GLYCEROL-3-PHOSPHATE DEHYDROGENASE SUBUNIT C,8,"",""
VCA0750,Q9KLJ4,,,,
VCA0751,Q9KLJ3,SUBFAMILY NOT NAMED,2,"",""
VCA0752,Q9KLJ2,GEO12009P1,73,disulfide oxidoreductase activity,GO:0015036
VCA0753,Q9KLJ1,SUBFAMILY NOT NAMED,9,"",""
VCA0754,Q9KLJ0,,,,
VCA0755,Q9KLI9,,,,
VCA0756,Q9KLI8,HTH-TYPE TRANSCRIPTIONAL REGULATOR ABGR,12,"",""
VCA0757,Q9KLI7,ARGININE ABC TRANSPORTER PERMEASE PROTEIN ARTM,5,"",""
VCA0758,Q9KLI6,ARGININE ABC TRANSPORTER PERMEASE PROTEIN ARTQ,7,"",""
VCA0759,Q9KLI5,,,,
VCA0760,Q9KLI4,ARGININE TRANSPORT ATP-BINDING PROTEIN ARTP,5,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626
VCA0761,Q9KLI3,,,,
VCA0762,Q9KLI2,PROTEIN VIAA,15,"",""
VCA0763,Q9KLI1,ATPASE RAVA,17,"",""
VCA0764,Q9KLI0,SUBFAMILY NOT NAMED,33,"",""
VCA0765,Q9KLH9,L-THREONINE ALDOLASE,114,lyase activity,GO:0016829
VCA0766,Q9KLH8,,,,
VCA0767,Q9KLH7,,,,
VCA0768,Q9KLH6,,,,
VCA0769,Q9KLH5,ACYL CARRIER PROTEIN PHOSPHODIESTERASE,8,"catalytic activity, acting on a protein;phosphoric diester hydrolase activity",GO:0140096;GO:0008081
VCA0770,Q9KLH4,,,,
VCA0771,Q9KLH3,,,,
VCA0772,Q9KLH2,TYROSINE-SPECIFIC TRANSPORT PROTEIN,9,"",""
VCA0773,Q9KLH1,SUBFAMILY NOT NAMED,2,"",""
